id,forwardPivotInt,InnerForwardPivotInt
1328217279079788546,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1335673136830967813,None,This claim about election fraud is disputed
1334482956233138176,None,This claim about election fraud is disputed
1336705835800662018,None,This claim about election fraud is disputed
1327204388335718400,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1333419014350118917,None,This claim about election fraud is disputed
1336706046614786051,None,This claim about election fraud is disputed
1335260438385348609,None,This claim about election fraud is disputed
1342435252757782528,None,This claim about election fraud is disputed
1331692995419254784,None,This claim about election fraud is disputed
1334251045560741897,None,This claim about election fraud is disputed
1336757145069621256,None,This claim about election fraud is disputed
1330138307825709056,None,This claim about election fraud is disputed
1332358533510270976,None,This claim about election fraud is disputed
1342436231918084097,None,This claim about election fraud is disputed
1328287528005283842,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1327988294353903621,None,This claim about election fraud is disputed
1325117618097893380,None,Official sources may not have called the race when this was Tweeted
1328444539317661696,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1343015909204647937,None,This claim about election fraud is disputed
1329491499600449537,None,This claim about election fraud is disputed
1325102146497482753,None,Official sources may not have called the race when this was Tweeted
1325116703454482432,None,Official sources may not have called the race when this was Tweeted
1326679916230881282,None,This claim about election fraud is disputed
1332388283729457152,None,This claim about election fraud is disputed
1337786720733949952,None,This claim about election fraud is disputed
1328099735048220678,None,This claim about election fraud is disputed
1325117436497113097,None,Official sources may not have called the race when this was Tweeted
1325132035522924549,None,Official sources may not have called the race when this was Tweeted
1325143200261050368,None,Official sources may not have called the race when this was Tweeted
1335382396032741377,None,This claim about election fraud is disputed
1334241057274535937,None,This claim about election fraud is disputed
1338854521150300161,None,This claim about election fraud is disputed
1337041748158197768,None,This claim about election fraud is disputed
1325104527809277952,None,Official sources may not have called the race when this was Tweeted
1324428113720176640,None,Learn about US 2020 election security efforts
1337765333147381769,None,This claim about election fraud is disputed
1324027201914728448,None,Learn about US 2020 election security efforts
1331707403142787072,None,This claim about election fraud is disputed
1326360703905660928,None,This claim about election fraud is disputed
1324268411963109376,None,Some votes may still need to be counted
1324469059245596672,None,This claim about election fraud is disputed
1336741903606243329,None,This claim about election fraud is disputed
1341962678936293377,None,This claim about election fraud is disputed
1327095525988974592,None,This claim about election fraud is disputed
1324615787391422465,None,Learn about US 2020 election security efforts
1324390842254139393,None,Learn about US 2020 election security efforts
1329174087298666496,None,This claim about election fraud is disputed
1342914528552611842,None,Learn how voting by mail is safe and secure
1334245787719569413,None,This claim about election fraud is disputed
1331087926839697409,None,This claim about election fraud is disputed
1238128409773047815,None,Get the facts about COVID-19
1325117196918460420,None,Official sources may not have called the race when this was Tweeted
1323868586134409216,None,Learn about US 2020 election security efforts
1328465963189104640,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1325124822234406913,None,Official sources may not have called the race when this was Tweeted
1337049986794725380,None,This claim about election fraud is disputed
1328288860888051713,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1325196649140944898,None,This claim about election fraud is disputed
1329547855883866112,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1337230520640540672,None,This claim about election fraud is disputed
1324660924960092161,None,Manipulated media
1325442651903188992,None,This claim about election fraud is disputed
1329089519644143616,None,This claim about election fraud is disputed
1327979720277958659,None,This claim about election fraud is disputed
1327972503512354816,None,This claim about election fraud is disputed
1327978794133676038,None,This claim about election fraud is disputed
1326537661012586496,None,Learn about US 2020 election security efforts
1331225876726509569,None,This claim about election fraud is disputed
1327408242251755521,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1326633958038179840,None,Learn how voting by mail is safe and secure
1325195038914015232,None,This claim about election fraud is disputed
1329526055791697927,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1329921556001206272,None,This claim about election fraud is disputed
1325197409039708162,None,This claim about election fraud is disputed
1325122104920956928,None,Official sources may not have called the race when this was Tweeted
1328258570282958848,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1341566717093277696,None,This claim about election fraud is disputed
1338148340186419201,None,This claim about election fraud is disputed
1331992908325589000,None,This claim about election fraud is disputed
1340307019631374340,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1325100326253441026,None,Official sources may not have called the race when this was Tweeted
1342834773207756801,None,Learn how voting by mail is safe and secure
1340336503642316800,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1342839244285480963,None,Learn how voting by mail is safe and secure
1342846007760056321,None,This claim about election fraud is disputed
1339287810860326913,None,This claim about election fraud is disputed
1342842639503265792,None,This claim about election fraud is disputed
1342846736507789316,None,This claim about election fraud is disputed
1340307460821757953,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1341141526261469184,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1342981196855312385,None,This claim about election fraud is disputed
1338860591989985281,None,This claim about election fraud is disputed
1339446047727300608,None,This claim about election fraud is disputed
1338906265439916032,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1339283693291057152,None,This claim about election fraud is disputed
1341407883150450689,None,This claim about election fraud is disputed
1338872549640441856,None,This claim about election fraud is disputed
1342980365988855822,None,This claim about election fraud is disputed
1342845490128416770,None,This claim about election fraud is disputed
1339096610865811457,None,This claim about election fraud is disputed
1324111107640930307,None,Official sources may not have called the race when this was Tweeted
1334268215875264516,None,This claim about election fraud is disputed
1325101885917966338,None,Official sources may not have called the race when this was Tweeted
1324408516061396995,None,Learn about US 2020 election security efforts
1326930756300627969,None,This claim about election fraud is disputed
1324008885661896706,None,Learn about US 2020 election security efforts
1323933739093794818,None,Learn about US 2020 election security efforts
1325117716794023937,None,Official sources may not have called the race when this was Tweeted
1324093817386078208,None,Some votes may still need to be counted
1338626901955514371,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1342932313743699970,None,This claim about election fraud is disputed
1324716270856622081,None,Official sources may not have called the race when this was Tweeted
1324919520763523074,This claim about election fraud is disputed,None
1343003171317137409,None,This claim about election fraud is disputed
1328503452893208576,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1328397219007852547,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1328361122336948224,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1335635578562310144,None,This claim about election fraud is disputed
1328341823803121664,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1328425886178131968,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1328397346162450434,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1339244275263971329,None,This claim about election fraud is disputed
1328361370870456321,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1328427339043115009,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1328361211843342336,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1329492208475656195,None,This claim about election fraud is disputed
1328204824480014336,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1337086194363097090,None,This claim about election fraud is disputed
1334242313946755073,None,This claim about election fraud is disputed
1332359396580536323,None,This claim about election fraud is disputed
1328362295605530627,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1328016597798227977,None,This claim about election fraud is disputed
1337753437392474117,None,This claim about election fraud is disputed
1329094210285395968,None,This claim about election fraud is disputed
1329099593993302026,None,This claim about election fraud is disputed
1324110308181499904,None,Official sources may not have called the race when this was Tweeted
1325101907698987013,None,Official sources may not have called the race when this was Tweeted
1323937943606697987,None,Learn about US 2020 election security efforts
1327992522061217795,None,This claim about election fraud is disputed
1324876966806220806,None,Official sources may not have called the race when this was Tweeted
1325202769742077952,None,This claim about election fraud is disputed
1328443896209272833,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1325290467022417921,None,This claim about election fraud is disputed
1324202010514649088,None,Official sources may not have called the race when this was Tweeted
1339470343342333952,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1327973982268760066,None,This claim about election fraud is disputed
1324555258538954752,None,Learn about US 2020 election security efforts
1325643354676350978,None,This claim about election fraud is disputed
1339397355897024513,None,This claim about election fraud is disputed
1327996315196919815,None,This claim about election fraud is disputed
1333158068327211009,None,This claim about election fraud is disputed
1330296536379633665,This claim about election fraud is disputed,None
1326593179504812037,This claim about election fraud is disputed,None
1325151612143333378,None,This claim about election fraud is disputed
1325412079298367488,None,This claim about election fraud is disputed
1336692358327525377,None,This claim about election fraud is disputed
1327329413030096896,None,This claim about election fraud is disputed
1325106434015629312,None,Official sources may not have called the race when this was Tweeted
1325121183595950084,None,Official sources may not have called the race when this was Tweeted
1342839388439396354,None,This claim about election fraud is disputed
1342840758533943298,None,Learn how voting by mail is safe and secure
1342243779084861441,None,This claim about election fraud is disputed
1342844935171522560,None,This claim about election fraud is disputed
1325106644137742337,None,Official sources may not have called the race when this was Tweeted
1273946690341535746,None,Manipulated media
1325119448651591680,None,Official sources may not have called the race when this was Tweeted
1342837019693768705,None,This claim about election fraud is disputed
1325103145672912896,None,Official sources may not have called the race when this was Tweeted
1327445296759140352,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1325440945341476864,None,This claim about election fraud is disputed
1328215131780644864,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1325440943676395521,None,This claim about election fraud is disputed
1328204142465212418,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1334158291744792576,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1326635079058264065,None,Learn how voting by mail is safe and secure
1324648729178116097,None,Manipulated media
1325103279802445824,None,Official sources may not have called the race when this was Tweeted
1325217124789354496,None,This claim about election fraud is disputed
1324407354171944960,None,Learn about US 2020 election security efforts
1325231180887826433,None,Official sources may not have called the race when this was Tweeted
1324990277916925952,None,This claim about election fraud is disputed
1342213307608907776,None,This claim about election fraud is disputed
1325122966741377024,None,Official sources may not have called the race when this was Tweeted
1324522295826751490,None,Learn about US 2020 election security efforts
1339500570344755200,None,This claim about election fraud is disputed
1334242786867023876,None,This claim about election fraud is disputed
1323865259514290176,None,Learn about US 2020 election security efforts
1324672233848115207,None,Manipulated media
1325209568478187520,None,This claim about election fraud is disputed
1324153795488608256,None,Official sources may not have called the race when this was Tweeted
1325116735092092931,None,Official sources may not have called the race when this was Tweeted
1324756992016162816,None,Official sources may not have called the race when this was Tweeted
1324111208891502593,None,Official sources may not have called the race when this was Tweeted
1324371837753692164,None,Some votes may still need to be counted
1325119460903014407,None,Official sources may not have called the race when this was Tweeted
1325633040987648001,This claim about election fraud is disputed,None
1325106943833354242,None,Official sources may not have called the race when this was Tweeted
1336340748355031041,None,This claim about election fraud is disputed
1325119267600130049,None,Official sources may not have called the race when this was Tweeted
1327979114699976704,None,This claim about election fraud is disputed
1325101404852166656,None,Official sources may not have called the race when this was Tweeted
1326736138355290113,None,This claim about election fraud is disputed
1325191832918130690,None,Official sources may not have called the race when this was Tweeted
1329065774007332870,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1329093261646913541,None,This claim about election fraud is disputed
1324528444378664961,None,Learn about US 2020 election security efforts
1328201448190930946,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1329642810618777600,None,This claim about election fraud is disputed
1329615717512015873,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1324402841348395015,None,Learn about US 2020 election security efforts
1325513842529624064,None,This claim about election fraud is disputed
1329659304920686592,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1330909219164463104,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1328297619513368576,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1325120297977192448,None,Official sources may not have called the race when this was Tweeted
1328857183933624322,None,This claim about election fraud is disputed
1328231669158064130,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1325561914051747840,None,This claim about election fraud is disputed
1328427499634782208,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1324404564779388929,None,Learn about US 2020 election security efforts
1325126898737836035,None,This claim about election fraud is disputed
1328207942043090944,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1328203298805956609,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1328252673821343744,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1332033111341690880,None,This claim about election fraud is disputed
1326010372701081600,None,This claim about election fraud is disputed
1328259289891278848,None,This claim about election fraud is disputed
1327484202321809408,None,This claim about election fraud is disputed
1327983244462219267,None,This claim about election fraud is disputed
1327960985655775232,None,This claim about election fraud is disputed
1325195367856496643,None,This claim about election fraud is disputed
1325114445450899456,None,Official sources may not have called the race when this was Tweeted
1325103720540024832,None,Official sources may not have called the race when this was Tweeted
1325922228500901890,None,This claim about election fraud is disputed
1325175052866777096,None,This claim about election fraud is disputed
1342590817165332480,None,This claim about election fraud is disputed
1325531318453751819,None,Manipulated media
1324088533485838336,None,Some votes may still need to be counted
1325697366213586944,None,Learn how voting by mail is safe and secure
1328253769197387776,None,This claim about election fraud is disputed
1324930686076157955,None,This claim about election fraud is disputed
1324402266670026752,None,Learn about US 2020 election security efforts
1325119353885437953,None,Official sources may not have called the race when this was Tweeted
1324721259763146752,None,Official sources may not have called the race when this was Tweeted
1324006023963779072,None,Learn about US 2020 election security efforts
1325444545979555840,None,This claim about election fraud is disputed
1339400502107205632,None,This claim about election fraud is disputed
1325111898400911361,None,Official sources may not have called the race when this was Tweeted
1325147937517658117,None,This claim about election fraud is disputed
1325118062497042432,None,Official sources may not have called the race when this was Tweeted
1337788593641762817,None,This claim about election fraud is disputed
1325434309411483648,None,This claim about election fraud is disputed
1324403592720252928,None,Learn about US 2020 election security efforts
1328858911412285440,None,This claim about election fraud is disputed
1325198807055929346,None,This claim about election fraud is disputed
1324032350980898816,None,Official sources may not have called the race when this was Tweeted
1324113006855397377,None,Official sources may not have called the race when this was Tweeted
1325127392050860035,None,Official sources may not have called the race when this was Tweeted
1265670438824210434,None,Manipulated media
1325928807811829761,None,This claim about election fraud is disputed
1324110091780542465,None,Official sources may not have called the race when this was Tweeted
1341052169449967617,None,This claim about election fraud is disputed
1328204132302217216,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1325123176217497605,None,Official sources may not have called the race when this was Tweeted
1328336349984919554,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1324419337541869568,None,Some votes may still need to be counted
1323432502686633987,None,Learn how voting by mail is safe and secure
1330159892540350466,None,This claim about election fraud is disputed
1342984359553466371,None,This claim about election fraud is disputed
1324441727122526209,None,Learn about US 2020 election security efforts
1325131739535040514,None,Official sources may not have called the race when this was Tweeted
1338642487859171331,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1328220525139693569,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1337748777256497157,None,This claim about election fraud is disputed
1335741900561768455,None,This claim about election fraud is disputed
1332292226479779840,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1337749209072721922,None,This claim about election fraud is disputed
1333480570005970944,None,This claim about election fraud is disputed
1339288415712448513,None,This claim about election fraud is disputed
1337748951185940485,None,This claim about election fraud is disputed
1324119772347420675,None,Official sources may not have called the race when this was Tweeted
1330390844612993025,None,This claim about election fraud is disputed
1325115978099945472,None,Official sources may not have called the race when this was Tweeted
1328207314319503361,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1328206352938897408,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1337046105633198080,None,This claim about election fraud is disputed
1334396868785213441,None,This claim about election fraud is disputed
1330336662870745088,None,This claim about election fraud is disputed
1281523957280256002,None,Get the facts about COVID-19
1325202424378716162,None,This claim about election fraud is disputed
1324621395305836544,None,Learn about US 2020 election security efforts
1331091781727862785,None,Learn how voting by mail is safe and secure
1336702290279890945,None,This claim about election fraud is disputed
1331036002845036545,None,This claim about election fraud is disputed
1338652098171265024,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1329597005824360448,None,This claim about election fraud is disputed
1332714389586251776,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1326529820696698880,None,This claim about election fraud is disputed
1337748913328189443,None,This claim about election fraud is disputed
1333215095728599041,None,This claim about election fraud is disputed
1320876920783933441,None,Learn how voting by mail is safe and secure
1327964080938905600,None,This claim about election fraud is disputed
1328324243503915014,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1329571370045411331,None,This claim about election fraud is disputed
1326951688922689539,None,This claim about election fraud is disputed
1328024646327828481,None,This claim about election fraud is disputed
1328024488554893312,None,This claim about election fraud is disputed
1325926796974551042,None,This claim about election fraud is disputed
1328285035359854592,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1324092833133940742,None,Official sources may not have called the race when this was Tweeted
1323934743990280193,None,Learn about US 2020 election security efforts
1267818238856982532,Manipulated media,None
1260560362790948864,Get the facts about COVID-19,None
1265692182528344064,None,Get the facts about mail-in ballots
1324115510867361792,None,Official sources may not have called the race when this was Tweeted
1324113107174658049,None,Official sources may not have called the race when this was Tweeted
1332017620330037248,None,This claim about election fraud is disputed
1236481492307423232,None,Manipulated media
1324013816737419264,None,Learn about US 2020 election security efforts
1329101165657776128,None,This claim about election fraud is disputed
1325124486094524417,None,Official sources may not have called the race when this was Tweeted
1265273164709281794,None,Get the facts about mail-in ballots
1328201389286305792,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1324618321501786113,None,Learn about US 2020 election security efforts
1325203387688816640,None,This claim about election fraud is disputed
1328038066515283968,None,This claim about election fraud is disputed
1327974802175430659,None,This claim about election fraud is disputed
1338874348686413825,None,This claim about election fraud is disputed
1342858473520979973,None,Learn how voting by mail is safe and secure
1328343057113247753,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1324758769067315201,None,Official sources may not have called the race when this was Tweeted
1337221763441287168,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1327715043937497094,None,This claim about election fraud is disputed
1339683635277008908,None,This claim about election fraud is disputed
1325196380873388038,None,This claim about election fraud is disputed
1325118724106579968,None,Official sources may not have called the race when this was Tweeted
1325101467582271488,None,Official sources may not have called the race when this was Tweeted
1323866526064234500,None,Learn about US 2020 election security efforts
1334871543269060608,None,This claim about election fraud is disputed
1325898670097588224,None,This claim about election fraud is disputed
1329685622366244864,This claim about election fraud is disputed,None
1333670704181436417,None,This claim about election fraud is disputed
1325669588156051457,None,This claim about election fraud is disputed
1332171116115214338,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1328201136071819269,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1324370317788225537,None,Some votes may still need to be counted
1324087142017044482,None,Official sources may not have called the race when this was Tweeted
1324536909197172739,None,Learn about US 2020 election security efforts
1324009008420786176,None,Learn about US 2020 election security efforts
1342214972814864390,None,This claim about election fraud is disputed
1327605896604774407,None,This claim about election fraud is disputed
1325473705590484993,None,This claim about election fraud is disputed
1331135347623931905,None,This claim about election fraud is disputed
1337755248639807490,None,This claim about election fraud is disputed
1334273117196144640,This claim about election fraud is disputed,None
1325139343799853056,None,Official sources may not have called the race when this was Tweeted
1326680363268108288,None,Learn how voting by mail is safe and secure
1324006942910631943,None,Learn about US 2020 election security efforts
1325118487170347016,None,Official sources may not have called the race when this was Tweeted
1323865269069139968,None,Learn about US 2020 election security efforts
1328613046244175872,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1324112930099572738,None,Official sources may not have called the race when this was Tweeted
1325196148873728000,None,This claim about election fraud is disputed
1325118268902924290,None,Official sources may not have called the race when this was Tweeted
1328208249464647680,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1325204567273861125,None,This claim about election fraud is disputed
1328321317104463878,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1324619393112920064,None,Learn about US 2020 election security efforts
1332467908828569602,None,This claim about election fraud is disputed
1323865978174779393,None,Learn about US 2020 election security efforts
1320876036750454789,None,Learn how voting by mail is safe and secure
1324110610745970690,None,Official sources may not have called the race when this was Tweeted
1337750204104257536,None,This claim about election fraud is disputed
1341165443806076932,None,This claim about election fraud is disputed
1325101552089116673,None,Official sources may not have called the race when this was Tweeted
1326033239962759175,None,This claim about election fraud is disputed
1337659682249269248,None,This claim about election fraud is disputed
1332409039506980864,None,This claim about election fraud is disputed
1324235116881846272,Learn about US 2020 election security efforts,None
1324391079056154624,None,Learn about US 2020 election security efforts
1325134058347655171,None,Official sources may not have called the race when this was Tweeted
1328472840530776064,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1329110055275335681,None,This claim about election fraud is disputed
1324117641439678464,None,Official sources may not have called the race when this was Tweeted
1330543377549549569,None,This claim about election fraud is disputed
1329518564533997569,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1333990927216435205,None,This claim about election fraud is disputed
1325103611291054081,None,Official sources may not have called the race when this was Tweeted
1324426473026035712,None,Learn about US 2020 election security efforts
1323677828806709248,None,Manipulated media
1329485550479429643,None,This claim about election fraud is disputed
1325127707240275971,None,This claim about election fraud is disputed
1324039654258155527,None,Learn about US 2020 election security efforts
1325114230257971200,None,Official sources may not have called the race when this was Tweeted
1324007582109962240,None,Learn about US 2020 election security efforts
1328211910769082369,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1328345762694979585,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1325126008261971968,None,Official sources may not have called the race when this was Tweeted
1325135069132939266,None,This claim about election fraud is disputed
1328541538327154688,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1325128574630817793,None,Official sources may not have called the race when this was Tweeted
1324013370517979137,None,Learn about US 2020 election security efforts
1325116256194850817,None,Official sources may not have called the race when this was Tweeted
1328342131413557255,None,This claim about election fraud is disputed
1325117871052255240,None,Official sources may not have called the race when this was Tweeted
1328385631618281472,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1336844040399179780,None,This claim about election fraud is disputed
1327290652569329665,None,This claim about election fraud is disputed
1332350299806310403,None,This claim about election fraud is disputed
1338669734120853508,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1325116376323936259,None,Official sources may not have called the race when this was Tweeted
1328201257719238656,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1324371259636011009,None,Some votes may still need to be counted
1328012105652580352,None,This claim about election fraud is disputed
1324008880125431820,None,Learn about US 2020 election security efforts
1328302902671237123,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1325195891951751169,None,This claim about election fraud is disputed
1325100508957319169,None,Official sources may not have called the race when this was Tweeted
1328277447926800385,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1324669426319478784,None,Manipulated media
1334897590954029060,None,This claim about election fraud is disputed
1334378009869086726,None,This claim about election fraud is disputed
1324581094801461250,None,This claim about election fraud is disputed
1324408779526541318,None,This claim about election fraud is disputed
1324040354119643136,None,Learn about US 2020 election security efforts
1328576093436203008,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1324112525135433732,None,Official sources may not have called the race when this was Tweeted
1323866366655537152,None,Learn about US 2020 election security efforts
1325128980190560257,None,Official sources may not have called the race when this was Tweeted
1328326414366633985,None,This claim about election fraud is disputed
1323437950751940611,None,Learn how voting by mail is safe and secure
1330575650017701888,None,This claim about election fraud is disputed
1324421945530687491,None,Some votes may still need to be counted
1326223443306672133,None,This claim about election fraud is disputed
1325101897930461185,None,Official sources may not have called the race when this was Tweeted
1323973887122702336,None,Official sources may not have called the race when this was Tweeted
1324369757701885953,None,Some votes may still need to be counted
1332408622417055746,None,This claim about election fraud is disputed
1342245651866910728,None,This claim about election fraud is disputed
1327351318449688576,None,This claim about election fraud is disputed
1333152400132108288,None,This claim about election fraud is disputed
1324010595717419009,None,Learn about US 2020 election security efforts
1330561892444753921,None,This claim about election fraud is disputed
1324108914921787392,None,Official sources may not have called the race when this was Tweeted
1324741859311308800,None,This claim about election fraud is disputed
1324109145449107456,None,Official sources may not have called the race when this was Tweeted
1325117199812497408,None,Official sources may not have called the race when this was Tweeted
1325129438648913920,None,Learn about US 2020 election security efforts
1320876513839992832,None,Learn how voting by mail is safe and secure
1325448503611584512,None,This claim about election fraud is disputed
1325113709824528386,None,Official sources may not have called the race when this was Tweeted
1325141806363758593,None,Official sources may not have called the race when this was Tweeted
1327409445509337088,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1338608450612330496,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1325127509315358722,None,Official sources may not have called the race when this was Tweeted
1325102022903861248,None,Official sources may not have called the race when this was Tweeted
1328218631990284290,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1328340162846351360,None,This claim about election fraud is disputed
1324394086468648967,None,Learn about US 2020 election security efforts
1327773404943044608,None,This claim about election fraud is disputed
1328214396695314432,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1330374877325512705,None,This claim about election fraud is disputed
1328856087630544897,None,This claim about election fraud is disputed
1324543143455399936,None,Learn about US 2020 election security efforts
1324113652375556096,None,Official sources may not have called the race when this was Tweeted
1330859902420529153,None,This claim about election fraud is disputed
1325106899927371778,None,This claim about election fraud is disputed
1324848940139843584,None,This claim about election fraud is disputed
1327990039280803840,None,This claim about election fraud is disputed
1325106139470696448,None,Learn about US 2020 election security efforts
1325100358507565060,None,Official sources may not have called the race when this was Tweeted
1327110710183260161,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1329969528957263873,None,This claim about election fraud is disputed
1335435558429061122,None,This claim about election fraud is disputed
1325120808474218497,None,Official sources may not have called the race when this was Tweeted
1335667623502049281,None,This claim about election fraud is disputed
1325328678063022082,None,This claim about election fraud is disputed
1328859882855026689,None,This claim about election fraud is disputed
1325123851437502467,None,This claim about election fraud is disputed
1328205417487458304,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1328519009659219968,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1324005493304664064,None,Learn about US 2020 election security efforts
1323865799849816064,None,Learn about US 2020 election security efforts
1325170997226479617,None,Official sources may not have called the race when this was Tweeted
1320874533637816320,None,Learn how voting by mail is safe and secure
1325115813045686272,None,Official sources may not have called the race when this was Tweeted
1331660610057216012,None,This claim about election fraud is disputed
1333914557929107460,None,This claim about election fraud is disputed
1334326023488491522,None,This claim about election fraud is disputed
1337563021288353797,None,This claim about election fraud is disputed
1324006270974742528,None,Learn about US 2020 election security efforts
1327973710263971840,None,This claim about election fraud is disputed
1327410192569544704,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1327751945042489345,None,This claim about election fraud is disputed
1324018919779274754,None,Some votes may still need to be counted
1324039631596359688,None,Learn about US 2020 election security efforts
1326936280790392836,None,This claim about election fraud is disputed
1328178782864347138,None,This claim about election fraud is disputed
1325149201882370048,None,Official sources may not have called the race when this was Tweeted
1335057917180043266,None,This claim about election fraud is disputed
1324546677752082435,None,This claim about election fraud is disputed
1334246560956358668,None,This claim about election fraud is disputed
1337067109118046209,None,This claim about election fraud is disputed
1326001372454670339,None,This claim about election fraud is disputed
1328393416326209536,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1328387423949049856,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1343032255468482560,None,This claim about election fraud is disputed
1340390479783931907,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1327980935543975936,None,This claim about election fraud is disputed
1328412952270041088,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1325195161404661760,None,This claim about election fraud is disputed
1328859877821853697,None,This claim about election fraud is disputed
1306658156249075712,None,Learn how voting by mail is safe and secure
1329479979239923715,None,This claim about election fraud is disputed
1331607417864515585,None,This claim about election fraud is disputed
1338146285409472513,None,This claim about election fraud is disputed
1324121130379128832,None,Official sources may not have called the race when this was Tweeted
1325187656528109570,None,Official sources may not have called the race when this was Tweeted
